user_id,item_id
123311003,388852963
124061987,325327706
124061987,2440811
124061987,2440811
124134830,306660372
126584133,124103716
126584133,77163048
126584133,77163048
127344690,84840812
132676349,348473896
14667526,312343128
16671235,135394449
16830811,353543536
19258427,271176621
19258427,247050653
19258427,51328625
19258427,25053039
19258427,181176823
19258427,53716649
19258427,94851513
1999096,186379142
20231406,183163359
20231406,183163359
20231406,134610697
20231406,134610697
20231406,237100541
20231406,237100541
20231406,55779338
20231406,55779338
21215550,216480512
21215550,291773247
21215550,347649689
21215550,295106746
24360304,126632253
24360304,126632253
24360304,880458
24360304,880458
28062752,295183149
35415470,127035660
37662299,224594318
37662299,13911600
37662299,311927845
38787188,2106479
38854103,72607134
38854103,381969960
38900936,340433658
40163881,33593017
40163881,210956854
4086200,341646450
41106748,168459504
41106748,168459504
42631126,243354764
4349690,182877748
47423042,325410508
48578874,186832712
48578874,306270445
48578874,68584095
48786021,390979689
51669827,318551030
55100099,81939635
59704137,134766836
60783275,192686794
60783275,31435287
61776800,320255000
64388982,252382101
64388982,252382101
